100000 100000
3 60766 23398
2 52501 52686
3 14709 33995
3 26385 95429
3 11151 7089
1 53873 38125
2 53448 48257
3 39248 5285
1 62426 77796
1 79248 69444
3 62563 71515
2 18410 48526
1 62229 11439
2 29381 14633
3 67358 95308
3 38268 92336
1 84048 32032
2 69743 14284
2 3384 39208
3 75384 26021
1 49479 21780
1 55664 64160
2 6046 7347
1 63074 21635
3 56055 27660
3 41863 85362
1 37486 60426
1 7892 37068
1 91524 74076
2 62847 1605
1 27314 99783
1 84270 47777
1 76113 60212
2 20154 81548
3 13055 44048
3 43600 985
3 71464 45962
1 57364 23305
1 36029 70295
2 32612 84108
2 12435 12873
1 98842 73199
2 58080 53257
2 11734 12910
2 6111 72377
1 15577 11812
1 58827 2526
2 4365 26236
2 83662 50226
1 7381 77811
1 24276 87726
2 26070 68043
2 89925 82892
1 26331 38114
2 28583 26401
1 39461 9171
1 1060 54931
3 33332 698
2 30092 72524
1 30435 90663
1 54867 65641
1 68886 41286
3 49761 36200
1 10796 92943
2 59857 2983
1 92373 64537
3 97114 45715
3 77512 56607
3 57519 8639
3 43833 12473
1 71716 56100
2 70250 17143
3 17320 89663
2 92355 75029
2 34257 30309
3 60022 79345
2 11123 45390
1 23383 91399
2 88599 76766
2 47924 9730
3 39022 94393
3 43641 42650
2 95614 25178
3 52099 55242
3 60394 28767
1 59563 92972
2 48565 41634
3 43654 23858
3 82447 80895
3 13744 11996
2 39948 21033
3 67109 57425
3 69003 4011
1 92993 26179
2 86541 47943
2 8475 58552
1 47234 58182
3 90567 33384
3 4066 43714
1 17450 23192
1 25769 45258
3 87651 23427
1 34081 88425
3 71758 85611
3 81142 3122
3 53422 60382
1 73077 98447
2 77535 25119
3 15125 36366
1 30540 21855
2 61777 61552
2 78377 43741
2 78857 81688
2 71819 82214
3 26934 87314
1 34352 57107
1 69743 53014
1 87306 15193
1 54997 69264
2 40448 87626
3 6604 90767
1 27796 7293
3 8605 68291
2 3805 52324
3 72283 17384
3 195 51485
2 98661 37392
1 78443 4335
3 39455 8782
2 23816 90899
3 90021 77124
2 75612 13486
1 7635 56350
1 10393 82970
2 87688 43292
3 48600 18900
2 53889 89752
2 73874 22979
1 64833 66365
1 77936 65206
1 66158 85749
2 52449 13871
1 32475 29449
3 41267 71854
2 27301 14277
1 82938 66479
2 59677 18928
2 55389 19874
3 77649 77310
2 13028 56541
3 82886 92728
1 86891 42705
3 92892 68366
3 78308 15506
3 95969 49340
3 55395 76125
1 69496 73717
2 11682 87908
3 91368 90951
1 61716 60788
1 99420 80620
1 3205 53821
3 12385 46583
2 44523 81304
2 31769 37943
1 48536 87697
1 34707 89756
3 88613 26791
3 59105 30340
2 31162 56520
3 93328 87243
2 55064 55396
1 2694 29888
3 94285 48295
1 57420 12889
3 54603 96992
2 56743 69984
1 51638 5117
3 59365 56260
3 15880 6265
3 97192 80164
3 52955 13256
1 70080 27388
3 27764 39799
1 60502 90764
3 79343 26961
1 18150 35288
1 75741 30545
1 91272 99673
1 1839 1960
2 64548 6466
1 36872 6793
2 22410 11018
2 77404 87236
3 29725 62121
2 99796 40095
2 62574 10791
2 34877 64170
3 6142 31240
1 38149 88598
2 28645 12146
3 64971 878
3 62206 93415
1 31632 72586
2 8725 27724
2 92004 11219
1 7990 15912
3 12673 16278
1 25502 42953
1 51745 86230
2 53548 9344
3 2519 43811
2 39599 5005
2 36807 78480
2 74032 39009
3 96657 96300
3 4885 44139
3 52406 57869
1 74112 11440
3 2290 82578
3 8648 50191
2 97119 49948
1 52606 39115
3 98958 58883
2 8748 72181
1 34029 11023
1 68331 80108
1 29927 17511
3 6129 14255
1 31699 34590
1 52535 989
1 30379 36675
3 12076 93336
3 25007 22785
2 49734 7085
2 929 91971
2 96801 20647
3 76243 53631
1 12255 63115
2 64897 57519
2 43577 89803
3 66896 67260
2 53336 36486
1 41508 86942
1 10944 10654
3 19352 54509
1 18400 93850
3 1019 22734
3 44142 81073
1 8432 10987
3 95419 51600
1 11029 55859
2 47683 75423
2 84256 91805
3 19381 99230
1 59578 55383
2 24890 9442
2 19058 73559
3 3119 30750
2 23625 7985
2 65366 55281
3 52215 10392
1 22707 24715
1 82622 17386
1 7753 155
2 1486 70498
3 83185 88922
1 25083 2934
3 1750 21865
1 31388 5171
2 68645 54559
3 25261 71972
1 47533 47054
2 10853 43386
3 5502 72800
3 61550 13382
2 25897 53340
3 37427 35069
1 54937 61308
2 89520 86892
1 9386 90513
1 375 1789
1 2953 12839
2 38540 55221
3 91273 29596
3 43069 9670
3 65357 30795
2 78702 36501
2 2357 31404
3 2162 18021
3 48258 51076
2 67188 24999
2 47160 27220
1 32812 17462
1 33795 82148
3 3654 25794
1 1006 50400
2 64758 80614
2 41258 4026
3 17653 26145
2 12517 51117
2 70608 83259
2 84129 67910
2 51465 21629
1 88473 17943
1 16313 25808
3 68411 67754
1 20076 76057
2 80745 40899
2 20911 41932
2 75878 63276
2 23765 50198
2 63082 19982
1 8904 13005
1 79964 49164
2 38757 65248
2 34015 64226
2 50083 97006
3 57315 19152
1 85028 76736
3 3909 65176
1 13978 19493
1 85033 39459
3 68214 74077
2 89742 1734
1 51663 69979
1 69381 56348
2 86381 27901
3 91165 68949
2 13936 5249
3 66058 95476
1 92831 85485
1 51838 65676
2 24998 40380
1 15034 94658
3 67733 60095
2 5169 13960
3 61786 93064
3 98855 76417
3 32097 62403
1 63798 89381
1 39028 94078
2 91211 78751
1 3976 91361
1 96370 11819
2 83320 49824
2 76583 54612
2 54142 86619
3 22125 539
1 47045 47146
3 64578 12892
1 72451 87193
3 24127 51197
2 11272 74150
1 67056 73628
1 46057 13582
2 43691 37382
2 72138 16699
3 79189 45032
2 50155 10185
1 48903 45421
3 4951 87248
2 63623 41637
2 52084 20580
1 27066 15766
1 93235 3857
3 64907 16208
1 31119 21651
1 97594 27273
1 20036 35617
2 92097 66560
1 54790 83185
3 84098 64079
1 51376 11392
1 56511 51211
1 8459 81366
3 48815 21105
3 31628 27709
3 12269 44855
2 32040 67578
3 14647 89957
3 76590 4551
3 98076 26856
2 72144 9635
2 2956 50724
2 38142 29838
1 75451 91993
3 64179 35732
2 5885 56565
2 14650 98697
1 46079 62187
1 28641 66759
1 83015 54793
1 72082 50154
2 40715 58295
2 2324 37536
2 96953 12105
1 9151 3740
2 70300 22343
3 56076 55982
1 89767 91690
3 46660 3796
3 80824 72957
2 10546 34936
1 89034 97373
2 32229 41464
3 98548 39128
1 71113 33042
2 26649 65131
1 96894 56584
2 41461 31895
1 63054 32719
1 34220 84415
2 27096 1276
2 65620 41840
1 55718 97588
3 44415 47281
2 72676 71342
1 82441 18195
3 58552 20891
1 37349 71396
3 11451 51231
2 37849 36763
3 65655 52408
3 74911 16004
3 42051 76399
2 86897 69852
3 75749 39227
1 42635 31395
3 35969 29250
2 93524 50629
2 51965 48193
3 92933 92069
1 26608 93315
3 46574 26913
1 53079 18570
1 28827 71913
3 2719 49114
3 73676 18810
3 63449 37284
3 95431 71586
2 97132 107
3 37714 8627
1 22968 37722
1 54440 79649
1 18238 79485
1 84888 71725
1 27934 790
1 13136 69400
2 54346 59111
1 6645 70666
3 2589 92123
3 39801 35442
3 85028 56395
3 33789 32927
3 51172 66369
3 7928 24716
2 1022 53559
1 58120 76302
3 29681 5807
2 25944 79875
3 36952 7621
3 50583 87772
3 62929 93970
2 10341 43619
1 96229 44791
1 86960 18475
1 67913 75212
2 78541 18760
2 19287 98481
2 27966 21623
3 51735 19983
2 62205 30210
1 71426 13725
1 23901 87329
1 87679 40774
2 94024 47375
1 70560 874
3 70896 84276
3 34622 92592
2 75186 27207
1 72506 88022
3 49382 76419
2 28990 73761
2 13739 26643
1 12085 42613
2 35334 75636
1 45633 49518
2 68302 42178
1 47866 27728
2 9010 84605
2 42906 88130
2 42512 27222
2 96949 40153
1 75383 53972
3 58222 90991
1 20321 82285
1 80905 80473
1 24477 73684
3 54339 91164
1 86458 26111
2 35330 57549
2 66824 8837
1 41353 61558
2 24132 88621
1 1340 73711
2 92259 50198
3 20109 45246
2 55381 52285
2 28853 45597
3 65067 93364
3 40513 45698
2 40597 72423
1 47375 2186
1 82384 90221
3 1377 81489
1 2740 34252
3 81535 20598
1 73303 15887
1 88364 13650
1 15188 5866
3 47965 6038
3 41516 75939
1 2976 8706
3 64045 77830
2 92035 38948
2 25658 84642
2 78870 71862
1 73405 15669
1 52018 78956
1 21629 16828
3 97670 35652
2 46647 72
1 20942 59594
2 7888 39780
1 38227 28582
3 99839 93500
3 40786 10442
2 52017 31197
2 70826 15953
3 91176 72630
2 22636 80047
1 79143 74669
1 95044 5711
3 22081 25978
3 77444 68562
3 96901 70419
2 43064 24470
1 91818 57435
2 40494 71122
1 18133 97563
2 30089 52345
2 34622 95721
3 99558 96060
1 79353 61016
1 70984 91216
1 8441 42418
1 72479 1260
1 82238 29757
3 56682 94703
1 4319 20728
1 70813 76673
2 84275 99376
1 56074 97452
1 71442 77887
1 77817 16822
3 66535 52856
1 89214 94677
1 56941 99481
1 46935 14081
2 39674 7294
3 85451 98186
2 23204 31600
3 65000 20733
2 49479 45626
2 18485 99920
2 84974 24744
1 4494 18627
3 37562 76767
2 15251 59841
1 96608 95697
2 49840 18059
2 38779 11829
1 69506 67959
1 10678 83741
3 1667 8686
2 39354 71128
1 50601 18430
2 27452 10805
3 23513 34508
3 4820 35170
2 91820 75951
1 88297 25305
2 85053 1892
2 10480 34368
3 6018 51826
2 64533 47183
2 19927 85775
2 59148 59297
2 12559 58944
3 23410 9166
3 40247 83298
1 73693 1359
1 38901 48201
2 64051 8689
2 64014 54255
3 8652 16752
3 85591 2178
3 40441 67584
2 91192 78017
2 95378 27995
3 18554 33960
2 31164 78597
2 92868 57758
1 51773 66927
1 75559 67555
3 77884 51805
1 19803 58969
1 29120 63092
1 92972 40577
1 23663 76734
3 73526 78075
2 20324 31776
2 14168 13707
1 83169 23027
1 57368 43367
1 39150 7715
2 17923 54970
3 38786 98847
1 85927 49438
3 54161 5728
1 54770 96575
1 4530 22913
1 21003 43429
1 51302 5782
2 48824 89164
1 41901 29573
1 51066 29642
3 98503 21445
1 29217 2123
3 73382 82204
2 43350 93409
1 55244 82688
3 65892 35353
3 35935 68399
1 17082 39639
2 21905 72748
3 76241 20561
1 81731 99265
2 54975 18077
1 85595 85640
1 24809 87984
3 18229 7419
1 48772 75832
2 41857 547
3 50123 86627
1 82398 37426
2 23839 6362
3 40187 23686
2 15492 24935
2 68765 37318
3 56400 42634
3 68560 10532
3 89981 29352
3 76517 2410
1 69386 15091
2 12799 48218
3 68763 60029
2 36060 74994
2 48414 52601
3 8576 91455
1 89367 98969
1 87225 93065
1 26385 30659
3 49979 92684
1 76721 77391
2 33981 10023
2 26961 87439
3 49032 54336
1 33851 16280
2 57572 68337
1 50583 32326
2 77441 63920
3 32980 47881
3 28034 45131
3 69484 60297
2 78951 92558
2 57002 32536
2 16213 53602
2 43405 61705
2 38020 56980
2 69481 97667
3 38391 93984
1 66051 12379
1 43562 92116
3 82313 84486
1 80997 43028
3 69625 61664
2 43393 7738
2 70570 40138
2 78117 99811
2 15547 44686
1 56463 88165
2 44832 73166
1 44475 86221
3 77075 17280
2 58636 64057
3 76497 82304
3 38911 91537
2 84067 84513
1 94961 36957
3 83329 25471
3 37663 80925
1 89026 83709
3 24812 61635
1 68702 88991
1 85310 36129
3 48761 83773
2 31127 99930
3 84026 65357
2 35002 24786
2 22027 78437
2 58901 83276
3 26574 66193
3 694 16756
1 84108 16418
2 20849 64897
3 4124 24915
3 64629 15994
2 82797 53118
2 88429 55572
3 54184 62303
3 20873 43282
2 59715 10993
2 73182 70871
3 87048 87251
3 96512 85978
3 55780 8071
1 8947 25734
3 75820 31057
3 63667 92871
3 53490 55705
1 28348 19724
2 78335 75876
1 11706 58864
2 38141 73899
1 83738 44601
1 8708 3889
1 96535 9042
2 41075 90223
1 61216 49888
3 70895 89694
3 10568 4595
3 32212 60287
3 89797 3726
1 17282 32870
1 57982 43118
3 89854 44398
1 5891 68258
1 43009 73523
2 75446 41581
3 43787 64704
1 16416 43010
3 39580 65265
1 41650 16713
2 96338 78692
3 64062 30228
3 58487 82960
3 57403 28598
1 26666 40363
1 45149 51977
3 2095 66907
2 58493 87915
1 74985 3635
3 61089 25551
3 23350 96112
2 46769 60718
1 33289 89569
2 88607 98598
3 8253 74376
1 22848 80187
2 70743 82591
2 80495 34467
1 18836 71251
3 94930 28686
2 2723 4332
1 94386 75947
1 36537 58751
2 88926 66396
2 9544 48555
3 41680 9605
1 547 30979
2 61183 23801
2 3330 41586
2 84586 54241
3 46439 23581
2 27213 46016
1 37985 71169
3 83940 44725
2 97136 49821
2 15629 9474
1 5158 36046
2 43035 94512
2 4751 88967
1 28158 80450
3 74811 76040
1 55012 34787
2 78970 49782
3 70431 10059
2 33819 12615
2 68644 3137
2 66631 56838
2 51086 62207
1 36913 62668
2 38366 70710
2 78830 80559
2 69802 48497
3 36176 98355
3 60182 93844
3 7680 59300
1 12460 61652
3 36259 15115
2 16021 71628
1 6004 59480
3 70235 5679
1 91821 94624
2 30340 32353
3 24876 85773
1 85068 99252
2 9850 56217
2 35628 31268
3 60294 7403
3 90530 93141
1 66485 45669
3 48294 56010
1 17555 3492
3 55286 6111
3 98272 76651
1 6666 77994
1 93073 19661
3 29446 10691
1 73435 77569
1 78725 90108
1 27283 57811
1 83711 38549
1 76509 13421
3 75933 90706
1 74565 49661
3 19118 32656
3 97093 49524
3 21008 49872
1 33913 94686
1 36638 20895
2 19418 98543
1 54321 3673
3 24084 46827
2 74631 9758
2 72253 70243
1 26292 80208
2 78215 71536
2 66452 26942
2 99031 65122
1 80900 66649
1 22123 73324
1 36199 17804
2 94437 2013
1 26550 29086
2 81283 79248
3 71844 17643
1 64774 64347
1 81741 737
2 16176 49683
2 20797 7981
1 73647 58384
2 5169 90750
1 78954 93625
2 25013 24495
1 31707 65704
1 51396 53693
1 76299 468
2 11631 72598
1 47472 30304
3 55202 34577
2 10592 53669
1 68653 84754
3 70822 84891
3 47870 12018
3 92616 90174
2 12792 20250
3 73113 24661
3 93342 48590
1 65316 60544
3 28971 8723
2 78972 49437
1 91263 42377
3 2688 16731
1 94613 53293
2 2485 54104
2 80264 61865
2 38395 11478
2 58555 84150
3 50352 50119
1 37 67405
2 13819 1440
3 20211 35388
3 61083 22107
1 47866 30242
3 3876 58267
2 20399 5286
1 63354 36941
3 72207 59800
3 67283 22825
3 79071 70884
3 58001 76586
2 98064 92104
1 92972 11846
2 10617 65831
2 45450 44841
2 43301 5527
3 74933 39685
1 1890 10567
2 43756 20173
1 58364 57342
2 61744 61868
2 78578 30672
2 99651 39794
1 80754 72861
3 66859 96860
1 62573 94625
2 90486 9873
3 52707 68243
1 11963 99743
3 41523 17228
2 11687 13864
1 4002 96105
3 12817 40228
3 41113 89414
1 37049 76496
3 62198 87591
1 8178 67955
1 31985 13429
1 90310 35416
2 4741 90102
2 45406 92162
3 58907 9707
1 92395 97276
1 36602 37494
1 97285 45065
2 85786 39196
3 49124 6862
2 41349 79487
1 25891 78332
2 66784 10015
1 98586 32135
1 3894 25077
2 35412 75250
2 28070 72932
2 23570 93376
2 66380 61917
1 94997 75647
3 77545 14160
1 95196 27712
2 58566 61731
2 94890 43501
2 2458 39910
3 3416 41541
1 18927 99613
2 90519 42734
2 73508 36045
2 46035 19504
2 34409 89251
3 58588 57506
1 11851 74205
3 57130 26065
1 10399 76212
2 17018 93468
1 43195 62397
3 911 58701
3 66392 9210
2 90090 96551
1 48298 18235
3 54752 74104
2 25346 35360
3 96752 43287
1 65370 8581
3 62324 46036
2 67713 31899
2 62037 78575
2 72297 74222
2 35505 66205
1 32840 29450
1 31860 58450
2 49925 85711
2 48849 30248
1 72972 28866
2 2495 14145
1 24237 1733
2 87587 67773
2 7758 96545
2 21496 50375
1 57919 62311
3 9707 84449
1 25879 41412
2 67285 89665
2 34501 74120
1 71539 86514
2 18172 95833
2 61122 73796
1 47029 67373
1 78969 68092
2 86808 21782
1 13403 32806
2 46404 25524
2 15034 25300
1 12503 26607
3 26150 33950
2 99378 58301
3 11874 48613
1 77653 52697
3 83594 34277
1 33044 51494
3 88660 39844
1 89179 25230
3 21034 37771
1 6480 86579
2 64220 62355
2 33806 53951
2 57917 32023
3 83569 71139
3 44476 49587
2 48686 86937
3 49637 67803
3 27683 48601
2 17976 60362
1 58285 22164
1 26286 78578
2 57237 32383
3 88410 56593
2 35491 58731
3 51874 61092
3 89857 62301
3 97839 93323
1 67212 48507
3 52314 43171
2 84745 37417
3 20173 60754
2 61871 22222
2 57103 58889
2 24830 22515
3 53441 89549
2 38624 39111
1 80188 75940
2 58577 51122
3 41 38045
2 81692 61246
3 46828 67072
3 29451 37102
3 95002 31971
2 26635 84416
2 12743 37055
3 36501 71421
3 67959 21689
1 95675 32170
1 32509 58974
2 28712 24008
2 17648 29833
2 66314 94226
1 28810 26223
1 64617 64914
3 62531 75771
1 86780 69848
3 33817 27007
2 18577 84203
3 38100 75882
3 91251 72427
2 5803 72220
3 65556 62420
2 8822 89661
1 10617 4854
1 21561 50981
1 57910 69317
2 22969 24644
1 27608 53614
2 15983 24271
3 65642 575
3 1988 42250
1 8415 71611
1 2846 84824
3 88302 50627
2 90982 37528
1 29360 1789
2 24400 72039
1 76000 29241
3 73985 79295
1 23477 43595
3 18357 95703
1 15465 31056
2 75963 11864
2 19627 73684
1 47179 41774
3 48116 55859
2 11028 21329
1 84244 1733
3 67796 78783
1 60113 4133
3 98775 68927
3 45309 2399
3 2781 82049
2 77105 2966
1 56711 8844
2 67663 60928
3 56195 77382
1 53433 70304
3 98599 2350
2 76067 45316
3 8282 25256
1 98359 66729
1 29853 65305
3 461 20586
2 55279 93961
1 1964 74316
1 61698 71269
2 10277 50662
2 68058 29188
3 21587 68782
3 74630 19868
2 63710 30962
1 37685 36272
3 28297 1854
1 13406 14359
3 8594 18751
1 97059 85059
2 78000 72319
3 29935 84450
2 67925 94123
3 76164 44259
3 45664 83260
1 23836 97847
1 67150 86076
1 72490 48578
3 58130 77342
2 2372 78421
3 37973 15984
1 12561 6544
2 67107 54006
3 14726 27674
2 63509 14597
2 51818 34791
1 69663 4329
1 18982 15367
2 56136 27065
1 96804 29167
1 84661 80753
2 74535 46466
1 28390 13548
3 25064 28322
3 86656 51633
2 51407 59014
3 31046 92172
3 5189 60122
3 20594 75307
1 63588 41944
2 54900 68926
3 91269 85827
3 30000 89161
1 63226 7449
3 28526 59095
3 85400 74843
2 97289 61653
3 88054 92173
3 34295 85153
2 30547 84001
1 57230 98035
3 96648 7118
1 62224 99988
1 87689 82423
2 8907 84989
2 24673 64780
3 36416 11993
2 83038 31963
2 20780 74059
2 76333 52491
3 16 85702
1 41173 42296
1 9545 96032
2 76604 57490
2 2976 80666
3 97022 86183
1 42848 98251
3 40633 42224
2 1750 78432
3 52624 36022
2 8685 14860
1 73667 3390
2 55139 52285
2 3747 33134
2 18733 27120
1 4894 84484
2 73962 44308
2 57180 53590
1 53336 66638
2 76667 82101
1 42219 49431
1 24747 1782
1 73031 31018
2 88796 79266
1 92744 30011
1 56715 88050
3 65753 56878
2 41699 57128
2 7344 42240
1 33379 66441
3 76936 48050
1 94800 77049
3 88175 30611
3 82907 16224
2 76626 36379
1 30588 78668
2 1965 65531
1 75660 45694
1 47641 65833
2 59887 40816
1 60821 6531
1 72182 52353
3 82103 69998
3 16866 37632
2 54537 27320
2 61107 29005
1 9505 83677
3 31795 22597
2 29026 33320
2 93361 65012
2 29154 30971
2 95742 69773
2 6470 71867
2 60042 44677
3 14928 36994
2 91119 15191
2 72381 16813
1 67824 67877
3 52553 61404
1 83051 29689
2 89710 79065
1 50873 60685
1 85949 90993
1 4976 4419
3 12876 54324
2 88776 62432
1 86478 56410
3 36888 48449
1 97519 80697
2 14904 7141
3 19227 99541
1 68505 73695
1 10744 60511
3 61932 93038
2 47133 44968
1 33861 16563
3 76127 67682
2 12644 34339
3 10973 71485
1 2984 40235
3 23897 24137
2 87450 12722
3 76203 95808
3 57646 92281
2 66193 12431
1 48862 57493
2 35446 77384
1 17890 95001
2 43570 40271
2 7652 85556
1 40540 77325
2 92019 30022
2 89246 82761
1 47744 5340
1 82700 98485
1 90898 9833
2 91655 16450
1 87949 71044
1 18914 10920
2 15954 50953
2 30181 55275
1 48714 71986
2 11790 57903
3 26292 88932
2 30080 38011
1 8145 84896
1 59373 95464
1 677 60696
2 41828 17501
3 69404 4022
2 44493 48497
2 55933 46024
2 99942 64801
1 23111 84349
2 25284 19600
2 34781 86239
2 33215 82894
3 45347 31373
3 93472 52070
2 19328 14171
1 14118 25007
1 82462 83937
3 17626 39951
3 93939 92024
1 90482 85891
3 12183 93488
2 27745 84979
2 73844 70742
1 15010 80326
3 94771 89199
2 75062 60308
1 56577 10265
3 58271 18492
3 49781 46368
2 94089 58260
3 53509 69538
2 83934 54256
1 57650 1870
3 79749 47816
3 63152 14295
1 43106 1470
2 41026 40825
3 30255 19507
2 76821 60178
1 7514 21282
1 36187 22470
3 98659 50450
3 40729 75208
1 14383 33337
3 22768 12024
3 84310 29511
2 87641 60572
1 5926 46523
2 25540 32141
2 39973 28242
2 84437 53545
1 85202 46238
1 58783 44719
2 57289 93841
2 57616 80538
3 19872 1177
1 79354 34013
2 90521 38203
1 11743 91228
2 14696 38287
1 1860 27661
1 81560 20133
3 21857 66001
1 68163 44032
2 39890 10946
2 30505 3843
3 87122 76966
3 18506 77777
3 51937 80639
1 89828 5583
1 72839 33042
3 71604 52358
2 30558 1071
1 18595 77591
1 61144 12731
2 33525 11899
1 38168 74855
2 37625 8288
1 63020 89984
3 35047 83271
3 56373 65262
2 15334 90996
3 89309 7527
3 37396 71689
3 50651 25652
2 51880 29148
2 1744 10152
1 57396 97217
1 87546 75292
3 33753 85732
3 67496 25050
1 1812 80976
3 31797 8720
3 89651 42204
3 12618 39268
2 66848 64309
3 91103 31569
2 40408 94941
1 59846 98523
2 9100 29070
2 23806 95586
2 20712 6621
1 98168 77020
2 28012 59869
2 7061 12733
2 51318 81782
2 87127 29535
3 97836 34967
2 9642 62826
1 7572 17736
1 87505 27044
2 35507 57025
2 72615 48302
2 13393 91339
3 19928 75955
3 8209 85420
2 31365 51151
2 92401 6619
2 20616 5754
3 38156 99018
1 18694 70922
1 1999 52344
3 94512 22624
2 5380 84767
2 81535 7928
3 57695 62499
3 11263 13221
1 9252 1601
1 11231 33505
2 3377 86400
2 37120 86109
3 72840 41608
2 49352 7637
3 30933 47082
3 73407 36810
2 41641 390
2 80055 79406
1 3793 63705
2 32940 539
1 86366 33405
2 98852 74182
2 16579 11273
2 83089 48612
1 63618 97321
1 26520 14314
3 55691 3139
3 99147 32305
1 41471 3413
2 36919 23518
2 19247 71262
1 17982 18796
3 77561 70199
2 81771 34399
3 97103 26072
1 98833 33457
1 44638 16777
2 35161 52820
3 61912 43200
1 36993 88742
3 12502 83433
2 41319 62532
2 76909 16631
3 31383 59294
1 15412 67873
3 70267 40264
2 17364 89592
2 71680 50727
2 98989 27562
3 43862 68626
2 33565 75480
3 80278 34749
3 73866 97873
3 30715 40739
3 43955 79581
1 35780 62865
2 13426 36215
2 7812 37212
1 23287 63879
2 87247 87628
1 27286 73130
1 39656 87235
1 51362 95318
2 10045 87756
2 49829 42711
2 67916 85235
3 69329 29890
2 84678 14539
3 39962 91427
2 39659 32088
1 57511 393
1 29781 42849
2 9365 18522
3 45722 83834
2 80206 60068
2 94585 49149
3 61607 63431
3 17528 96077
2 56005 70644
2 67650 28661
1 29007 32067
2 92586 35516
1 70490 54675
1 83346 84700
3 4545 10956
2 13619 41676
1 89687 1750
2 2355 28971
2 80464 5642
2 77853 90832
1 13985 29283
2 76895 47470
1 44140 80545
1 53551 20453
3 82252 29921
3 5087 76474
2 35101 2707
1 52673 56683
1 42066 69844
2 77328 15429
3 6505 36533
3 37127 4167
3 45077 81740
1 97901 55563
3 95022 87453
1 21673 71678
1 22430 51546
1 25533 87830
